Run,P,N,Time
1,1,10000,3.850039
2,1,10000,3.398236
3,1,10000,3.841726
1,2,10000,2.028495
2,2,10000,2.054273
3,2,10000,2.013343
1,4,10000,1.152733
2,4,10000,1.153731
3,4,10000,1.112343
1,8,10000,0.710840
2,8,10000,0.521840
3,8,10000,0.783481
1,12,10000,0.598112
2,12,10000,0.597372
3,12,10000,0.599575
1,16,10000,0.443223
2,16,10000,0.412356
3,16,10000,0.497746
1,20,10000,0.484165
2,20,10000,0.499022
3,20,10000,0.398374
1,24,10000,0.391190
2,24,10000,0.373422
3,24,10000,0.399871
