Run,P,N,Time
1,1,10000,6.613187
2,1,10000,6.607940
3,1,10000,6.607206
1,2,10000,3.466589
2,2,10000,3.467251
3,2,10000,3.465037
1,4,10000,1.928899
2,4,10000,1.923356
3,4,10000,1.925777
1,8,10000,1.167532
2,8,10000,1.161806
3,8,10000,1.165300
1,12,10000,0.914077
2,12,10000,0.913833
3,12,10000,0.916156
1,16,10000,0.743562
2,16,10000,0.751430
3,16,10000,0.746130
1,20,10000,0.664810
2,20,10000,0.667697
3,20,10000,0.673304
1,24,10000,0.620274
2,24,10000,0.618543
3,24,10000,0.617000
