Run,P,N,Time
1,1,10000,6.597759
2,1,10000,6.597260
3,1,10000,6.619077
1,2,10000,3.476603
2,2,10000,3.471868
3,2,10000,3.466413
1,4,10000,1.927351
2,4,10000,1.929504
3,4,10000,1.927970
1,8,10000,1.166675
2,8,10000,1.166287
3,8,10000,1.159238
1,12,10000,0.902378
2,12,10000,0.900424
3,12,10000,0.892953
1,16,10000,0.731202
2,16,10000,0.737384
3,16,10000,0.732475
1,20,10000,0.663583
2,20,10000,0.659045
3,20,10000,0.663767
1,24,10000,0.613778
2,24,10000,0.619647
3,24,10000,0.615727
